-10.674542619811973	-21.130167295427533
-10.674542619811973	-21.130167295427533
-10.674564685164881	-21.130277129703561
-10.674584596990488	-21.130376244408822
-10.674604378086276	-21.13047470838281
-10.674622863227196	-21.130566721507581
-10.674641044279424	-21.130657220976005
-10.674658412158617	-21.130743672728904
-10.674674808527907	-21.130825288615945
-10.674689650166899	-21.130899165552353
-10.674705269259148	-21.130976912402648
-10.674720035532674	-21.131050414193854
-10.674733531245447	-21.131117591539624
-10.674747108372374	-21.131185174139034
-10.674760095985699	-21.131249822328108
-10.674772196150601	-21.131310053082508
-10.674784572407836	-21.131371658136317
-10.674796522063103	-21.131431139701846
-10.674807385060713	-21.131485212232796
-10.674818599811179	-21.13154103567706
-10.674829928479989	-21.13159742617044
-10.674840320045938	-21.131649152065222
-10.674850245862824	-21.131698559609998
-10.674860720323682	-21.131750698129142
-10.674869665542607	-21.131795224570599
-10.674879266846231	-21.13184301679204
-10.674888892942922	-21.131890932425453
-10.674897887252122	-21.131935703222616
-10.674906867123971	-21.131980402155254
-10.674915166245091	-21.132021712528296
-10.674923858203162	-21.132064978318152
-10.674932336066597	-21.132107178413321
-10.674940616896853	-21.132148397740284
-10.674948557165967	-21.132187921862709
-10.674956336517821	-21.132226644990432
-10.6749636021491	-21.132262810981281
-10.674971528083313	-21.132302263749146
-10.67497935160781	-21.13234120675417
-10.674986038234197	-21.132374490643677
-10.674992883984272	-21.132408566600066
-10.674999588226713	-21.132441938176672
-10.675006543814863	-21.132476560871901
-10.675013606924336	-21.13251171877392
-10.675020231807103	-21.132544695323418
-10.675026987356855	-21.132578322291412
-10.6750330080824	-21.132608291539317
-10.675039052913911	-21.132638380779017
-10.675045518265916	-21.132670563235369
-10.675050957694406	-21.132697638972274
-10.675057042045932	-21.132727924929977
-10.675062797978773	-21.132756576124411
-10.675068826392218	-21.132786583640225
-10.675074924178444	-21.132816936471581
-10.675080681669902	-21.13284559542431
-10.675085940628074	-21.132871772837646
-10.675091047508433	-21.13289719325622
-10.675096228243449	-21.132922981299682
-10.675101210847014	-21.132947783108094
-10.675106373657258	-21.13297348192776
-10.675111657834693	-21.132999784874531
-10.675116594696071	-21.133024358992952
