-10.674542619811973	-21.130167295427533
-10.63037941176689	-21.08400274701541
-10.651141795542202	-21.119536860934403
-10.656005411424044	-21.135662593353477
-10.635115740945848	-21.13755800531907
-10.640690454269588	-21.074667800565127
-10.624505193636184	-21.132638400208346
-10.64561892661297	-21.0706821362953
-10.673480457959625	-21.12307625140818
-10.666951899854906	-21.122790100255116
-10.672059170972792	-21.15922587203074
-10.656434854002388	-21.119866858889743
-10.617048556578672	-21.137275200484144
-10.613192530458349	-21.121030531464832
-10.680479806870531	-21.128081756817647
-10.635784001007154	-21.06353665587051
-10.651580443205791	-21.12203594706689
-10.699143059648451	-21.1136240139331
-10.669426062942188	-21.05600507282401
-10.627328767445176	-21.016102590403126
-10.624993174790106	-21.047699392383986
-10.665414627540919	-20.984187233139508
-10.64716565512574	-20.987739794915008
-10.636822081664642	-21.001716067421057
-10.650408206536836	-21.006903551939672
-10.645564956327977	-21.01233713917027
-10.62579074108865	-20.9865428327571
-10.67436380719535	-21.00814420880432
-10.656153771065805	-21.039650092168575
-10.652532417180636	-21.131375261530792
-10.65750112603407	-21.120284262726855
-10.701866269093417	-21.28949797907801
-10.65010763444679	-21.39986070354879
-10.760682948774528	-21.500555361236792
-10.738323226276957	-21.618653263263653
-10.77528768116962	-21.781008985936637
-10.810058491153399	-21.79238172481101
-10.774914064003553	-21.870273353640012
-10.812464307760255	-21.90063498547215
-10.833525244614945	-21.993269095888603
-10.849527451453719	-21.99815161232203
-10.842423581353332	-21.985847405245035
-10.850556826025263	-22.05534760910842
-10.852539614320575	-22.052654755498523
-10.896115313637102	-22.03109449823923
-10.864550711112292	-22.06251137024593
-10.853470463319136	-22.029179283444453
-10.88871758865112	-22.038305413896282
-10.861889924859051	-22.009875079680928
-10.900847529777657	-22.03159918974466
-10.85892213793042	-22.008454421642632
-10.859262956113064	-22.042500046135288
-10.885481519220928	-22.029979872687836
-10.900544082758783	-22.01836712029619
-10.853187365108775	-22.03054373274906
-10.870118198628635	-22.03443472980388
-10.861681341970268	-22.026805169939557
-10.855189630255493	-22.0192400307219
-10.855032330430843	-22.03064021578526
-10.858338027471309	-22.038186456275415
-10.865586793476528	-22.057189664923225
-10.879727263934901	-22.01124148485273
-10.872931495865856	-22.061424898158013
-10.885418819540973	-22.07432230345416
-10.850445187226955	-22.071462059785645
-10.859258688843163	-22.06120261898735
-10.847457533328733	-22.069581036741027
-10.855217080939145	-22.131906635418318
-10.945740448124033	-22.193244668206717
-10.944059111039943	-22.245450372081827
-10.94652461658917	-22.308128041779742
-10.924591902230937	-22.377321279480658
-10.863857421937444	-22.497080713533844
-10.889886289886308	-22.57025595783679
-10.940953050439028	-22.631480778283315
-10.9676190103226	-22.661158855047418
-10.97655149372116	-22.780284327677986
-10.980525969545479	-22.831038691325197
-10.959099144328329	-22.916782187842866
-10.94853957694827	-23.00251057585589
-10.973074540371545	-23.089793474862653
-11.005550125477509	-23.19064761322085
-11.000843546768976	-23.211138293050702
-11.036335975733675	-23.348928669625963
-11.063791325541908	-23.432616280770997
-11.1041274553293	-23.510167124968742
-11.110616606530522	-23.599424538245106
-11.117926365796443	-23.674916378509803
-11.146079388569564	-23.750816916385805
-11.138680592443562	-23.865938661507943
