-43.9056350555724	-7.040248477171891
-43.96728645127823	-6.9587704854452985
-44.007607220012396	-6.892932189403443
-44.03910580088718	-6.8562282743442715
-44.07033058223321	-6.779763639134534
-44.15741803174089	-6.720280153220088
-44.19486113403562	-6.704765625666548
-44.30522735177987	-6.661617418866
-44.34844069590826	-6.635093416770704
-44.419503245156	-6.601915183633773
-44.4567392705386	-6.576775863427587
-44.574130204216786	-6.5583605727602725
-44.6281574621196	-6.542762180797516
-44.69800485259904	-6.5335390683429075
-44.80469874637163	-6.514724884124719
-44.820404416291154	-6.544283703190119
-44.91109093796061	-6.54553263110062
-44.94985397134261	-6.581937198840626
-45.103237151248265	-6.612459926462908
-45.15216066754395	-6.632936824635829
-45.21612432450008	-6.661682534788822
-45.292311302277845	-6.726728098583443
-45.42312289473904	-6.767956841962337
-45.41726882249248	-6.817729529837933
-45.37899751007912	-6.863749229156955
-45.503799519930126	-6.925180836796356
-45.532959750630816	-7.0020363808442365
-45.53565550690374	-7.126933296791951
-45.64279535970949	-7.167974053930808
-45.64797183443847	-7.268070500987947
-45.706264339588984	-7.347217802868212
-45.66091130567472	-7.388710474333613
-45.66975247130237	-7.453825264089846
-45.653141952004816	-7.501423590657692
-45.667952838154775	-7.623337893439551
-45.576410517936004	-7.69296725111038
-45.572792254002444	-7.764661663465013
-45.53278840166378	-7.805952780571769
-45.50609434205821	-7.853030706703436
-45.40586590963228	-7.974054646501432
-45.418484325507656	-8.014516099211075
-45.3417118209965	-8.072758850142492
-45.31198401082413	-8.159949784927372
-45.25912469769948	-8.163645988257757
-45.158454045220225	-8.23922814058866
-45.093533291045055	-8.245109510885294
-45.10312215401875	-8.247149791244283
-44.94261722406875	-8.231164059697933
-44.91721622811754	-8.28577084219042
-44.81277861364096	-8.275863402837222
-44.77812709888835	-8.291942515423102
-44.66241108435463	-8.32334258148337
-44.554985988179155	-8.307161311561071
-44.46550361963534	-8.317645148942185
-44.40864328069566	-8.256588028748988
-44.348198260720835	-8.239279619137152
-44.313184040810874	-8.216009743772576
-44.22779605068894	-8.15229552669482
-44.151994843631186	-8.124976405268766
-44.13044726078744	-8.053453139956376
-44.02297899817616	-8.002627224947851
-44.03515806714091	-7.937170481222987
-43.95337611733384	-7.8359180065870415
-43.953059972376366	-7.817257477463019
-43.909966778101236	-7.719344174222852
-43.86051574641852	-7.663646909746253
-43.89366713167547	-7.5896727902124566
-43.85634416121519	-7.529652574855203
-43.88039378755134	-7.435792640357042
-43.873772409377395	-7.358603361860717
-43.876871665658534	-7.270073037866935
-43.88999455798729	-7.1697981409678295
-43.89399380486112	-7.095756765790667
-43.94391058818964	-7.037942469135716
-43.95915431548887	-6.9810238623115985
